,시장,티커,종목이름
1501,KOSDAQ,950200,소마젠
1502,KOSDAQ,032680,소프트센
1503,KOSDAQ,032685,소프트센우
1504,KOSDAQ,258790,소프트캠프
1505,KOSDAQ,066910,손오공
1506,KOSDAQ,043100,솔고바이오
1507,KOSDAQ,154040,솔루에타
1508,KOSDAQ,035610,솔본
1509,KOSDAQ,357780,솔브레인
1510,KOSDAQ,036830,솔브레인홀딩스
1511,KOSDAQ,304100,솔트룩스
1512,KOSDAQ,086980,쇼박스
1513,KOSDAQ,050960,수산아이앤티
1514,KOSDAQ,084180,수성이노베이션
1515,KOSDAQ,253840,수젠텍
1516,KOSDAQ,058530,슈펙스비앤피
1517,KOSDAQ,236200,슈프리마
1518,KOSDAQ,317770,슈프리마아이디
1519,KOSDAQ,094840,슈프리마에이치큐
1520,KOSDAQ,192440,슈피겐코리아
1521,KOSDAQ,099440,스맥
1522,KOSDAQ,033790,스카이문스테크놀로지
1523,KOSDAQ,131100,스카이이앤엠
1524,KOSDAQ,159910,스킨앤스킨
1525,KOSDAQ,115570,스타플렉스
1526,KOSDAQ,253450,스튜디오드래곤
1527,KOSDAQ,204630,스튜디오산타클로스
1528,KOSDAQ,013810,스페코
1529,KOSDAQ,039670,스포츠서울
1530,KOSDAQ,049830,승일
1531,KOSDAQ,020710,시공테크
1532,KOSDAQ,033170,시그네틱스
1533,KOSDAQ,048870,시너지이노베이션
1534,KOSDAQ,025320,시노펙스
1535,KOSDAQ,269620,시스웍
1536,KOSDAQ,131090,시큐브
1537,KOSDAQ,139050,시티랩스
1538,KOSDAQ,290520,신도기연
1539,KOSDAQ,001000,신라섬유
1540,KOSDAQ,025870,신라에스지
1541,KOSDAQ,215600,신라젠
1542,KOSDAQ,065350,신성델타테크
1543,KOSDAQ,002800,신신제약
1544,KOSDAQ,323280,신영스팩5호
1545,KOSDAQ,344050,신영스팩6호
1546,KOSDAQ,017000,신원종합개발
1547,KOSDAQ,012790,신일제약
1548,KOSDAQ,138070,신진에스엠
1549,KOSDAQ,226330,신테카바이오
1550,KOSDAQ,333050,신한제6호스팩
1551,KOSDAQ,366330,신한제7호스팩
1552,KOSDAQ,056700,신화인터텍
1553,KOSDAQ,187270,신화콘텍
1554,KOSDAQ,243840,신흥에스이씨
1555,KOSDAQ,222800,심텍
1556,KOSDAQ,036710,심텍홀딩스
1557,KOSDAQ,160980,싸이맥스
1558,KOSDAQ,356890,싸이버원
1559,KOSDAQ,217330,싸이토젠
1560,KOSDAQ,010280,쌍용정보통신
1561,KOSDAQ,208640,썸에이지
1562,KOSDAQ,222420,쎄노텍
1563,KOSDAQ,037760,쎄니트
1564,KOSDAQ,136510,쎄미시스코
1565,KOSDAQ,099320,쎄트렉아이
1566,KOSDAQ,049960,쎌바이오텍
1567,KOSDAQ,050890,쏠리드
1568,KOSDAQ,066790,씨씨에스
1569,KOSDAQ,222080,씨아이에스
1570,KOSDAQ,352480,씨앤씨인터내셔널
1571,KOSDAQ,264660,씨앤지하이테크
1572,KOSDAQ,352700,씨앤투스성진
1573,KOSDAQ,297090,씨에스베어링
1574,KOSDAQ,115530,씨엔플러스
1575,KOSDAQ,225330,씨엠에스에듀
1576,KOSDAQ,115480,씨유메디칼
1577,KOSDAQ,189330,씨이랩
1578,KOSDAQ,096530,씨젠
1579,KOSDAQ,900120,씨케이에이치
1580,KOSDAQ,101240,씨큐브
1581,KOSDAQ,060590,씨티씨바이오
1582,KOSDAQ,260930,씨티케이
1583,KOSDAQ,013990,아가방컴퍼니
1584,KOSDAQ,123860,아나패스
1585,KOSDAQ,025980,아난티
1586,KOSDAQ,050320,아래스
1587,KOSDAQ,058220,아리온
1588,KOSDAQ,125210,아모그린텍
1589,KOSDAQ,357580,아모센스
1590,KOSDAQ,052710,아모텍
1591,KOSDAQ,074430,아미노로직스
1592,KOSDAQ,092040,아미코젠
1593,KOSDAQ,083930,아바코
1594,KOSDAQ,149950,아바텍
1595,KOSDAQ,036010,아비코전자
1596,KOSDAQ,050860,아세아텍
1597,KOSDAQ,246720,아스타
1598,KOSDAQ,067390,아스트
1599,KOSDAQ,127710,아시아경제
1600,KOSDAQ,154030,아시아종묘
1601,KOSDAQ,227610,아우딘퓨쳐스
1602,KOSDAQ,143160,아이디스
1603,KOSDAQ,054800,아이디스홀딩스
1604,KOSDAQ,332370,아이디피
1605,KOSDAQ,339950,아이비김영
1606,KOSDAQ,099190,아이센스
1607,KOSDAQ,289010,아이스크림에듀
1608,KOSDAQ,214430,아이쓰리시스템
1609,KOSDAQ,040910,아이씨디
1610,KOSDAQ,068940,아이씨케이
1611,KOSDAQ,052860,아이앤씨
1612,KOSDAQ,069920,아이에스이커머스
1613,KOSDAQ,038880,아이에이
1614,KOSDAQ,307180,아이엘사이언스
1615,KOSDAQ,101390,아이엠
1616,KOSDAQ,078860,아이오케이
1617,KOSDAQ,114810,아이원스
1618,KOSDAQ,031310,아이즈비전
1619,KOSDAQ,185490,아이진
1620,KOSDAQ,059100,아이컴포넌트
1621,KOSDAQ,262840,아이퀘스트
1622,KOSDAQ,175250,아이큐어
1623,KOSDAQ,052460,아이크래프트
1624,KOSDAQ,119830,아이텍
1625,KOSDAQ,052770,아이톡시
1626,KOSDAQ,124500,아이티센
1627,KOSDAQ,084850,아이티엠반도체
1628,KOSDAQ,027360,아주IB투자
1629,KOSDAQ,032080,아즈텍WB
1630,KOSDAQ,013310,아진산업
1631,KOSDAQ,059120,아진엑스텍
1632,KOSDAQ,158430,아톤
1633,KOSDAQ,067160,아프리카TV
1634,KOSDAQ,001540,안국약품
1635,KOSDAQ,053800,안랩
1636,KOSDAQ,065660,안트로젠
1637,KOSDAQ,297570,알로이스
1638,KOSDAQ,260660,알리코제약
1639,KOSDAQ,131370,알서포트
1640,KOSDAQ,140670,알에스오토메이션
1641,KOSDAQ,096610,알에프세미
1642,KOSDAQ,061040,알에프텍
1643,KOSDAQ,148250,알엔투테크놀로지
1644,KOSDAQ,347860,알체라
1645,KOSDAQ,196170,알테오젠
1646,KOSDAQ,123750,알톤스포츠
1647,KOSDAQ,085810,알티캐스트
1648,KOSDAQ,117670,알파홀딩스
1649,KOSDAQ,291650,압타머사이언스
1650,KOSDAQ,293780,압타바이오
1651,KOSDAQ,196300,애니젠
1652,KOSDAQ,310200,애니플러스
1653,KOSDAQ,900100,애머릿지
1654,KOSDAQ,205500,액션스퀘어
1655,KOSDAQ,052790,액토즈소프트
1656,KOSDAQ,290740,액트로
1657,KOSDAQ,238090,앤디포스
1658,KOSDAQ,092600,앤씨앤
1659,KOSDAQ,129890,앱코
1660,KOSDAQ,174900,앱클론
1661,KOSDAQ,255440,야스
1662,KOSDAQ,030960,양지사
1663,KOSDAQ,102120,어보브반도체
1664,KOSDAQ,238120,얼라인드
1665,KOSDAQ,019990,에너토크
1666,KOSDAQ,270660,에브리봇
1667,KOSDAQ,038680,에스넷
1668,KOSDAQ,217480,에스디생명공학
1669,KOSDAQ,121890,에스디시스템
1670,KOSDAQ,097780,에스맥
1671,KOSDAQ,042110,에스씨디
1672,KOSDAQ,298060,에스씨엠생명과학
1673,KOSDAQ,065420,에스아이리소스
1674,KOSDAQ,103230,에스앤더블류
1675,KOSDAQ,101490,에스앤에스텍
1676,KOSDAQ,095910,에스에너지
1677,KOSDAQ,275630,에스에스알
1678,KOSDAQ,031330,에스에이엠티
1679,KOSDAQ,060540,에스에이티
1680,KOSDAQ,056190,에스에프에이
1681,KOSDAQ,080000,에스엔유
1682,KOSDAQ,214310,에스엘바이오닉스
1683,KOSDAQ,041510,에스엠
1684,KOSDAQ,007820,에스엠코어
1685,KOSDAQ,109610,에스와이
1686,KOSDAQ,306040,에스제이그룹
1687,KOSDAQ,080440,에스제이케이
1688,KOSDAQ,096630,에스코넥
1689,KOSDAQ,069510,에스텍
1690,KOSDAQ,041910,에스텍파마
1691,KOSDAQ,234300,에스트래픽
1692,KOSDAQ,039440,에스티아이
1693,KOSDAQ,098660,에스티오
1694,KOSDAQ,052020,에스티큐브
1695,KOSDAQ,237690,에스티팜
1696,KOSDAQ,050760,에스폴리텍
1697,KOSDAQ,288620,에스퓨얼셀
1698,KOSDAQ,317830,에스피시스템스
1699,KOSDAQ,058610,에스피지
1700,KOSDAQ,043340,에쎈테크
1701,KOSDAQ,187660,에이디엠코리아
1702,KOSDAQ,054630,에이디칩스
1703,KOSDAQ,200710,에이디테크놀로지
1704,KOSDAQ,096690,에이루트
1705,KOSDAQ,298380,에이비엘바이오
1706,KOSDAQ,195990,에이비프로바이오
1707,KOSDAQ,003800,에이스침대
1708,KOSDAQ,088800,에이스테크
1709,KOSDAQ,241840,에이스토리
1710,KOSDAQ,039230,에이아이비트
1711,KOSDAQ,312610,에이에프더블류
1712,KOSDAQ,072990,에이치시티
1713,KOSDAQ,176440,에이치엔티
1714,KOSDAQ,028300,에이치엘비
1715,KOSDAQ,067630,에이치엘비생명과학
1716,KOSDAQ,047920,에이치엘비제약
1717,KOSDAQ,043220,에이치엘비파워
1718,KOSDAQ,239610,에이치엘사이언스
1719,KOSDAQ,353070,에이치엠씨제4호스팩
1720,KOSDAQ,353060,에이치엠씨제5호스팩
1721,KOSDAQ,044780,에이치케이
1722,KOSDAQ,357230,에이치피오
1723,KOSDAQ,071670,에이테크솔루션
1724,KOSDAQ,045660,에이텍
1725,KOSDAQ,224110,에이텍티앤
1726,KOSDAQ,230980,에이트원
1727,KOSDAQ,021080,에이티넘인베스트
1728,KOSDAQ,089530,에이티세미콘
1729,KOSDAQ,200470,에이팩트
1730,KOSDAQ,262260,에이프로
1731,KOSDAQ,109960,에이프로젠 H&G
1732,KOSDAQ,089970,에이피티씨
1733,KOSDAQ,230240,에치에프알
1734,KOSDAQ,064510,에코마이스터
1735,KOSDAQ,230360,에코마케팅
1736,KOSDAQ,038870,에코바이오
1737,KOSDAQ,128540,에코캡
1738,KOSDAQ,086520,에코프로
1739,KOSDAQ,247540,에코프로비엠
1740,KOSDAQ,383310,에코프로에이치엔
1741,KOSDAQ,038110,에코플라스틱
1742,KOSDAQ,073540,에프알텍
1743,KOSDAQ,064850,에프앤가이드
1744,KOSDAQ,064090,에프앤리퍼블릭
1745,KOSDAQ,036810,에프에스티
1746,KOSDAQ,173940,에프엔씨엔터
1747,KOSDAQ,083500,에프엔에스테크
1748,KOSDAQ,054940,엑사이엔씨
1749,KOSDAQ,950130,엑세스바이오
1750,KOSDAQ,205100,엑셈
1751,KOSDAQ,070300,엑스큐어
1752,KOSDAQ,092870,엑시콘
1753,KOSDAQ,317870,엔바이오니아
1754,KOSDAQ,067570,엔브이에이치코리아
1755,KOSDAQ,236810,엔비티
1756,KOSDAQ,333620,엔시스
1757,KOSDAQ,101400,엔시트론
1758,KOSDAQ,217820,엔에스
1759,KOSDAQ,031860,엔에스엔
1760,KOSDAQ,310840,엔에이치스팩13호
1761,KOSDAQ,359090,엔에이치스팩17호
1762,KOSDAQ,365590,엔에이치스팩18호
1763,KOSDAQ,265740,엔에프씨
1764,KOSDAQ,354200,엔젠바이오
1765,KOSDAQ,208860,엔지스테크널러지
1766,KOSDAQ,183490,엔지켐생명과학
1767,KOSDAQ,182400,엔케이맥스
1768,KOSDAQ,069410,엔텔스
1769,KOSDAQ,227950,엔투텍
1770,KOSDAQ,291230,엔피
1771,KOSDAQ,198080,엔피디
1772,KOSDAQ,048830,엔피케이
1773,KOSDAQ,096870,엘디티
1774,KOSDAQ,376190,엘비루셈
1775,KOSDAQ,061970,엘비세미콘
1776,KOSDAQ,138690,엘아이에스
1777,KOSDAQ,290650,엘앤씨바이오
1778,KOSDAQ,066970,엘앤에프
1779,KOSDAQ,156100,엘앤케이바이오
1780,KOSDAQ,073110,엘엠에스
1781,KOSDAQ,083310,엘오티베큠
1782,KOSDAQ,037950,엘컴텍
1783,KOSDAQ,170920,엘티씨
1784,KOSDAQ,058630,엠게임
1785,KOSDAQ,058970,엠로
1786,KOSDAQ,019590,엠벤처투자
1787,KOSDAQ,169330,엠브레인
1788,KOSDAQ,179290,엠아이텍
1789,KOSDAQ,009780,엠에스씨
1790,KOSDAQ,123040,엠에스오토텍
1791,KOSDAQ,323230,엠에프엠코리아
1792,KOSDAQ,032790,엠젠플러스
1793,KOSDAQ,033160,엠케이전자
1794,KOSDAQ,347890,엠투아이
1795,KOSDAQ,033310,엠투엔
1796,KOSDAQ,259630,엠플러스
1797,KOSDAQ,065150,엠피대산
1798,KOSDAQ,115960,연우
1799,KOSDAQ,090740,연이비앤티
1800,KOSDAQ,060850,영림원소프트랩
1801,KOSDAQ,007530,영신금속
1802,KOSDAQ,143540,영우디에스피
1803,KOSDAQ,036560,영풍정밀
1804,KOSDAQ,265560,영화테크
1805,KOSDAQ,036000,예림당
1806,KOSDAQ,250930,예선테크
1807,KOSDAQ,053280,예스24
1808,KOSDAQ,122640,예스티
1809,KOSDAQ,900300,오가닉티코스메틱
1810,KOSDAQ,045060,오공
1811,KOSDAQ,080520,오디텍
1812,KOSDAQ,039830,오로라
1813,KOSDAQ,322310,오로스테크놀로지
1814,KOSDAQ,046120,오르비텍
1815,KOSDAQ,014940,오리엔탈정공
1816,KOSDAQ,065500,오리엔트정공
1817,KOSDAQ,010470,오리콤
1818,KOSDAQ,352910,오비고
1819,KOSDAQ,053980,오상자이엘
1820,KOSDAQ,052420,오성첨단소재
1821,KOSDAQ,241790,오션브릿지
1822,KOSDAQ,039200,오스코텍
1823,KOSDAQ,226400,오스테오닉
1824,KOSDAQ,031510,오스템
1825,KOSDAQ,048260,오스템임플란트
1826,KOSDAQ,138080,오이솔루션
1827,KOSDAQ,080580,오킨스전자
1828,KOSDAQ,067170,오텍
1829,KOSDAQ,173130,오파스넷
1830,KOSDAQ,049480,오픈베이스
1831,KOSDAQ,309930,오하임아이엔티
1832,KOSDAQ,244460,올리패스
1833,KOSDAQ,226950,올릭스
1834,KOSDAQ,057540,옴니시스템
1835,KOSDAQ,082210,옵트론텍
1836,KOSDAQ,109080,옵티시스
1837,KOSDAQ,153710,옵티팜
1838,KOSDAQ,321820,와이더플래닛
1839,KOSDAQ,122990,와이솔
1840,KOSDAQ,232140,와이아이케이
1841,KOSDAQ,065530,와이어블
1842,KOSDAQ,067900,와이엔텍
1843,KOSDAQ,155650,와이엠씨
1844,KOSDAQ,251370,와이엠티
1845,KOSDAQ,066430,와이오엠
1846,KOSDAQ,193250,와이제이엠게임즈
1847,KOSDAQ,273060,와이즈버즈
1848,KOSDAQ,019210,와이지-원
1849,KOSDAQ,122870,와이지엔터테인먼트
1850,KOSDAQ,332570,와이팜
1851,KOSDAQ,079000,와토스코리아
1852,KOSDAQ,032820,우리기술
1853,KOSDAQ,041190,우리기술투자
1854,KOSDAQ,115440,우리넷
1855,KOSDAQ,046970,우리로
1856,KOSDAQ,082850,우리바이오
1857,KOSDAQ,215360,우리산업
1858,KOSDAQ,072470,우리산업홀딩스
1859,KOSDAQ,073560,우리손에프앤지
1860,KOSDAQ,153490,우리이앤엘
1861,KOSDAQ,037400,우리조명
1862,KOSDAQ,101170,우림기계
1863,KOSDAQ,066590,우수AMS
1864,KOSDAQ,103840,우양
1865,KOSDAQ,046940,우원개발
1866,KOSDAQ,215380,우정바이오
1867,KOSDAQ,065680,우주일렉트로
1868,KOSDAQ,018620,우진비앤지
1869,KOSDAQ,307280,원바이오젠
1870,KOSDAQ,053080,원방테크
1871,KOSDAQ,032940,원익
1872,KOSDAQ,240810,원익IPS
1873,KOSDAQ,074600,원익QnC
1874,KOSDAQ,104830,원익머트리얼즈
1875,KOSDAQ,014190,원익큐브
1876,KOSDAQ,131390,원익피앤이
1877,KOSDAQ,030530,원익홀딩스
1878,KOSDAQ,012620,원일특강
1879,KOSDAQ,376980,원티드랩
1880,KOSDAQ,008370,원풍
1881,KOSDAQ,008290,원풍물산
1882,KOSDAQ,101160,월덱스
1883,KOSDAQ,095270,웨이브일렉트로
1884,KOSDAQ,065950,웰크론
1885,KOSDAQ,076080,웰크론한텍
1886,KOSDAQ,196700,웹스
1887,KOSDAQ,069080,웹젠
1888,KOSDAQ,053580,웹케시
1889,KOSDAQ,071460,위니아딤채
1890,KOSDAQ,044340,위닉스
1891,KOSDAQ,330350,위더스제약
1892,KOSDAQ,348350,위드텍
1893,KOSDAQ,112040,위메이드
1894,KOSDAQ,101730,위메이드맥스
1895,KOSDAQ,065370,위세아이텍
1896,KOSDAQ,038620,위즈코프
1897,KOSDAQ,299900,위지윅스튜디오
1898,KOSDAQ,036090,위지트
1899,KOSDAQ,136540,윈스
1900,KOSDAQ,320000,윈텍
1901,KOSDAQ,097800,윈팩
1902,KOSDAQ,192390,윈하이텍
1903,KOSDAQ,313760,윌링스
1904,KOSDAQ,900340,윙입푸드
1905,KOSDAQ,036200,유니셈
1906,KOSDAQ,018000,유니슨
1907,KOSDAQ,203450,유니온커뮤니티
1908,KOSDAQ,011320,유니크
1909,KOSDAQ,086390,유니테스트
1910,KOSDAQ,241690,유니테크노
1911,KOSDAQ,142210,유니트론텍
1912,KOSDAQ,048430,유라테크
1913,KOSDAQ,206650,유바이오로직스
1914,KOSDAQ,089850,유비벨록스
1915,KOSDAQ,032620,유비케어
1916,KOSDAQ,264450,유비쿼스
1917,KOSDAQ,078070,유비쿼스홀딩스
1918,KOSDAQ,024800,유성티엔에스
1919,KOSDAQ,054930,유신
1920,KOSDAQ,069330,유아이디
1921,KOSDAQ,049520,유아이엘
1922,KOSDAQ,313750,유안타제4호스팩
1923,KOSDAQ,336060,유안타제5호스팩
1924,KOSDAQ,367460,유안타제7호스팩
1925,KOSDAQ,367480,유안타제8호스팩
1926,KOSDAQ,056090,유앤아이
1927,KOSDAQ,263770,유에스티
1928,KOSDAQ,340930,유일에너테크
1929,KOSDAQ,023410,유진기업
1930,KOSDAQ,056080,유진로봇
1931,KOSDAQ,321260,유진스팩4호
1932,KOSDAQ,331380,유진스팩5호
1933,KOSDAQ,373340,유진스팩6호
1934,KOSDAQ,084370,유진테크
1935,KOSDAQ,178780,유테크
1936,KOSDAQ,179900,유티아이
1937,KOSDAQ,263050,유틸렉스
1938,KOSDAQ,191410,육일씨엔에쓰
1939,KOSDAQ,072770,율호
1940,KOSDAQ,039020,이건홀딩스
1941,KOSDAQ,060230,이그잭스
1942,KOSDAQ,067920,이글루시큐리티
1943,KOSDAQ,044960,이글벳
1944,KOSDAQ,303530,이노뎁
1945,KOSDAQ,302430,이노메트리
1946,KOSDAQ,073490,이노와이어리스
1947,KOSDAQ,086250,이노와이즈
1948,KOSDAQ,215790,이노인스트루먼트
1949,KOSDAQ,246960,이노테라피
1950,KOSDAQ,088390,이녹스
1951,KOSDAQ,272290,이녹스첨단소재
1952,KOSDAQ,053350,이니텍
1953,KOSDAQ,258610,이더블유케이
1954,KOSDAQ,041520,이라이콤
1955,KOSDAQ,264850,이랜시스
1956,KOSDAQ,054210,이랜텍
1957,KOSDAQ,164060,이루다
1958,KOSDAQ,065440,이루온
1959,KOSDAQ,115610,이미지스
1960,KOSDAQ,349720,이베스트스팩5호
1961,KOSDAQ,323210,이베스트이안스팩1호
1962,KOSDAQ,078020,이베스트투자증권
1963,KOSDAQ,131400,이브이첨단소재
1964,KOSDAQ,351330,이삭엔지니어링
1965,KOSDAQ,080010,이상네트웍스
1966,KOSDAQ,086890,이수앱지스
1967,KOSDAQ,047560,이스트소프트
1968,KOSDAQ,900110,이스트아시아홀딩스
1969,KOSDAQ,067010,이씨에스
1970,KOSDAQ,101360,이엔드디
1971,KOSDAQ,102710,이엔에프테크놀로지
1972,KOSDAQ,066980,이엔코퍼레이션
1973,KOSDAQ,063760,이엘피
1974,KOSDAQ,087730,이엠네트웍스
1975,KOSDAQ,123570,이엠넷
1976,KOSDAQ,083470,이엠앤아이
1977,KOSDAQ,095190,이엠코리아
1978,KOSDAQ,091120,이엠텍
1979,KOSDAQ,039030,이오테크닉스
1980,KOSDAQ,294090,이오플로우
1981,KOSDAQ,088290,이원컴포텍
1982,KOSDAQ,181340,이즈미디어
1983,KOSDAQ,353810,이지바이오
1984,KOSDAQ,099750,이지케어텍
1985,KOSDAQ,035810,이지홀딩스
1986,KOSDAQ,160600,이큐셀
1987,KOSDAQ,092130,이크레더블
1988,KOSDAQ,096040,이트론
1989,KOSDAQ,134060,이퓨쳐
1990,KOSDAQ,001840,이화공영
1991,KOSDAQ,024810,이화전기
1992,KOSDAQ,041830,인바디
1993,KOSDAQ,352940,인바이오
1994,KOSDAQ,079950,인베니아
1995,KOSDAQ,277410,인산가
1996,KOSDAQ,060150,인선이엔티
1997,KOSDAQ,033230,인성정보
1998,KOSDAQ,037330,인지디스플레
1999,KOSDAQ,083640,인콘
2000,KOSDAQ,216050,인크로스
2001,KOSDAQ,049070,인탑스
2002,KOSDAQ,119610,인터로조
2003,KOSDAQ,017250,인터엠
2004,KOSDAQ,035080,인터파크
2005,KOSDAQ,051370,인터플렉스
2006,KOSDAQ,064290,인텍플러스
2007,KOSDAQ,189300,인텔리안테크
2008,KOSDAQ,150840,인트로메딕
2009,KOSDAQ,048530,인트론바이오
2010,KOSDAQ,175140,인포마크
2011,KOSDAQ,115310,인포바인
2012,KOSDAQ,039290,인포뱅크
2013,KOSDAQ,071200,인피니트헬스케어
2014,KOSDAQ,016670,인피니티엔티
2015,KOSDAQ,101930,인화정공
2016,KOSDAQ,333430,일승
2017,KOSDAQ,068330,일신바이오
2018,KOSDAQ,058450,일야
2019,KOSDAQ,019540,일지테크
2020,KOSDAQ,094820,일진파워
2021,KOSDAQ,950140,잉글우드랩
2022,KOSDAQ,049550,잉크테크
2023,KOSDAQ,254120,자비스
2024,KOSDAQ,221610,자안바이오
2025,KOSDAQ,219550,자안코스메틱
2026,KOSDAQ,043910,자연과환경
2027,KOSDAQ,234920,자이글
2028,KOSDAQ,289220,자이언트스텝
2029,KOSDAQ,174880,장원테크
2030,KOSDAQ,049630,재영솔루텍
2031,KOSDAQ,110020,전진바이오팜
2032,KOSDAQ,208140,정다운
2033,KOSDAQ,022220,정산애강
2034,KOSDAQ,040420,정상제이엘에스
2035,KOSDAQ,045510,정원엔시스
2036,KOSDAQ,217190,제너셈
2037,KOSDAQ,095700,제넥신
2038,KOSDAQ,072520,제넨바이오
2039,KOSDAQ,122310,제노레이
2040,KOSDAQ,361390,제노코
2041,KOSDAQ,187420,제노포커스
2042,KOSDAQ,225220,제놀루션
2043,KOSDAQ,123330,제닉
2044,KOSDAQ,159580,제로투세븐
2045,KOSDAQ,147830,제룡산업
2046,KOSDAQ,033100,제룡전기
2047,KOSDAQ,079370,제우스
2048,KOSDAQ,054950,제이브이엠
2049,KOSDAQ,090470,제이스텍
2050,KOSDAQ,287410,제이시스메디칼
2051,KOSDAQ,137950,제이씨케미칼
2052,KOSDAQ,033320,제이씨현시스템
2053,KOSDAQ,204270,제이앤티씨
2054,KOSDAQ,026040,제이에스티나
2055,KOSDAQ,126880,제이엔케이히터
2056,KOSDAQ,322510,제이엘케이
2057,KOSDAQ,033050,제이엠아이
2058,KOSDAQ,094970,제이엠티
2059,KOSDAQ,058420,제이웨이
2060,KOSDAQ,089790,제이티
2061,KOSDAQ,052670,제일바이오
2062,KOSDAQ,199820,제일전기공업
2063,KOSDAQ,023440,제일제강
2064,KOSDAQ,038010,제일테크노스
2065,KOSDAQ,276730,제주맥주
2066,KOSDAQ,080220,제주반도체
2067,KOSDAQ,216080,제테마
2068,KOSDAQ,229000,젠큐릭스
2069,KOSDAQ,082270,젬백스
2070,KOSDAQ,064800,젬백스링크
2071,KOSDAQ,041590,젬백스지오
2072,KOSDAQ,044060,조광ILI
2073,KOSDAQ,034940,조아제약
2074,KOSDAQ,067000,조이시티
2075,KOSDAQ,033340,좋은사람들
2076,KOSDAQ,036930,주성엔지니어링
2077,KOSDAQ,239340,줌인터넷
2078,KOSDAQ,051980,중앙디앤엠
2079,KOSDAQ,072020,중앙백신
2080,KOSDAQ,000440,중앙에너비스
2081,KOSDAQ,078650,지나인제약
2082,KOSDAQ,228760,지노믹트리
2083,KOSDAQ,314130,지놈앤컴퍼니
2084,KOSDAQ,043610,지니뮤직
2085,KOSDAQ,263860,지니언스
2086,KOSDAQ,303030,지니틱스
2087,KOSDAQ,036180,지더블유바이텍
2088,KOSDAQ,208350,지란지교시큐리티
2089,KOSDAQ,114570,지스마트글로벌
2090,KOSDAQ,051160,지어소프트
2091,KOSDAQ,053050,지에스이
2092,KOSDAQ,119850,지엔씨에너지
2093,KOSDAQ,270520,지엔원에너지
2094,KOSDAQ,065060,지엔코
2095,KOSDAQ,204840,지엘팜텍
2096,KOSDAQ,111820,지유온
2097,KOSDAQ,115450,지트리비앤티
2098,KOSDAQ,219750,지티지웰니스
2099,KOSDAQ,018120,진로발효
2100,KOSDAQ,109820,진매트릭스
2101,KOSDAQ,086060,진바이오텍
2102,KOSDAQ,036890,진성티이씨
2103,KOSDAQ,363250,진시스템
2104,KOSDAQ,007370,진양제약
2105,KOSDAQ,085660,차바이오텍
2106,KOSDAQ,158310,참존글로벌
2107,KOSDAQ,094850,참좋은여행
2108,KOSDAQ,004650,창해에탄올
2109,KOSDAQ,311690,천랩
2110,KOSDAQ,278280,천보
2111,KOSDAQ,096240,청담러닝
2112,KOSDAQ,066360,체리부로
2113,KOSDAQ,047820,초록뱀미디어
2114,KOSDAQ,052300,초록뱀컴퍼니
2115,KOSDAQ,094360,칩스앤미디어
2116,KOSDAQ,016920,카스
2117,KOSDAQ,284620,카이노스메드
2118,KOSDAQ,293490,카카오게임즈
2119,KOSDAQ,042000,카페24
2120,KOSDAQ,317530,캐리소프트
2121,KOSDAQ,071850,캐스텍코리아
2122,KOSDAQ,180400,캔서롭
2123,KOSDAQ,050110,캠시스
2124,KOSDAQ,900310,컬러레이
2125,KOSDAQ,078340,컴투스
2126,KOSDAQ,307930,컴퍼니케이
2127,KOSDAQ,263700,케어랩스
2128,KOSDAQ,214370,케어젠
2129,KOSDAQ,221980,케이디켐
2130,KOSDAQ,317030,케이비17호스팩
2131,KOSDAQ,323940,케이비제18호스팩
2132,KOSDAQ,330990,케이비제19호스팩
2133,KOSDAQ,342550,케이비제20호스팩
2134,KOSDAQ,192250,케이사인
2135,KOSDAQ,115500,케이씨에스
2136,KOSDAQ,089150,케이씨티
2137,KOSDAQ,025880,케이씨피드
2138,KOSDAQ,093320,케이아이엔엑스
2139,KOSDAQ,073010,케이에스피
2140,KOSDAQ,105330,케이엔더블유
2141,KOSDAQ,272110,케이엔제이
2142,KOSDAQ,039420,케이엘넷
2143,KOSDAQ,083550,케이엠
2144,KOSDAQ,032500,케이엠더블유
2145,KOSDAQ,225430,케이엠제약
2146,KOSDAQ,036030,케이티알파
2147,KOSDAQ,064820,케이프
2148,KOSDAQ,347140,케이프이에스제4호
2149,KOSDAQ,256940,케이피에스
2150,KOSDAQ,024880,케이피에프
2151,KOSDAQ,042040,케이피엠테크
2152,KOSDAQ,054410,케이피티유
2153,KOSDAQ,274090,켄코아에어로스페이스
2154,KOSDAQ,217600,켐온
2155,KOSDAQ,089010,켐트로닉스
2156,KOSDAQ,220260,켐트로스
2157,KOSDAQ,052400,코나아이
2158,KOSDAQ,033110,코너스톤네트웍스
2159,KOSDAQ,046070,코다코
2160,KOSDAQ,047770,코데즈컴바인
2161,KOSDAQ,078940,코드네이처
2162,KOSDAQ,080530,코디
2163,KOSDAQ,224060,코디엠
2164,KOSDAQ,104540,코렌텍
2165,KOSDAQ,027050,코리아나
2166,KOSDAQ,290510,코리아센터
2167,KOSDAQ,190650,코리아에셋투자증권
2168,KOSDAQ,101670,코리아에스이
2169,KOSDAQ,123410,코리아에프티
2170,KOSDAQ,036690,코맥스
2171,KOSDAQ,049430,코메론
2172,KOSDAQ,183300,코미코
2173,KOSDAQ,041960,코미팜
2174,KOSDAQ,089890,코세스
