날짜,시가,고가,저가,종가,거래량
2012-07-19,20211,20633,20171,20633,88744
2012-07-20,20633,21135,20412,20774,96499
2012-07-23,20673,21014,20592,20914,130378
2012-07-24,20833,22038,20793,22018,148883
2012-07-25,21957,22600,21516,21978,128458
2012-07-26,22098,22198,21636,21958,94119
2012-07-27,22078,22219,21355,22219,177745
2012-07-30,21977,22379,21616,22078,86272
2012-07-31,22078,22620,21817,22199,133130
2012-08-01,22018,22159,21797,22159,88834
2012-08-02,21978,22500,21978,22440,64179
2012-08-03,22098,22640,22098,22520,66270
2012-08-06,22520,22680,22199,22440,103055
2012-08-07,22259,22419,21597,21597,83868
2012-08-08,21877,22058,20793,20834,177406
2012-08-09,20914,21135,20653,20794,96816
2012-08-10,21054,21175,20532,20573,227527
2012-08-13,20653,21095,20533,20774,141617
2012-08-14,20934,21014,20633,20814,128470
2012-08-16,20773,20974,20653,20854,85756
2012-08-17,20974,21516,20873,21476,176121
2012-08-20,21516,21696,21174,21476,117298
2012-08-21,21455,21476,21134,21476,85478
2012-08-22,21476,21576,20753,20854,150996
2012-08-23,20914,21155,20633,21155,116972
2012-08-24,20933,21275,20693,20693,107179
2012-08-27,20693,21255,20693,21255,93263
2012-08-28,21195,21456,20914,21356,102627
2012-08-29,21375,21998,21235,21998,170318
2012-08-30,22078,22198,21636,22038,142789
2012-08-31,22018,22861,21998,22741,208624
2012-09-03,22740,23081,22559,22881,119453
2012-09-04,22941,23002,22319,22681,88396
2012-09-05,22680,22700,22038,22440,97138
2012-09-06,22640,22881,22178,22861,98382
2012-09-07,22860,23221,22619,23222,131309
2012-09-10,23002,23022,22139,22139,219270
2012-09-11,21917,22038,21295,21998,221041
2012-09-12,22037,22158,21556,22078,191578
2012-09-13,21857,22017,21576,21777,166048
2012-09-14,21897,22138,21636,21998,218966
2012-09-17,22037,22037,21435,21516,156618
2012-09-18,21556,22158,21536,22038,130653
2012-09-19,22098,22439,21877,22098,132294
2012-09-20,22198,22278,21656,21777,87758
2012-09-21,21877,21978,21496,21958,73965
2012-09-24,22098,22098,21536,21577,80622
2012-09-25,21636,21978,21596,21637,128833
2012-09-26,21456,21677,21376,21617,74365
2012-09-27,21617,22199,21556,22179,98386
2012-09-28,22339,23021,22239,22781,203117
2012-10-02,22680,22860,22479,22620,72373
2012-10-04,22619,22639,21997,22118,73089
2012-10-05,22078,22761,21777,22761,101414
2012-10-08,22841,22961,22419,22781,100812
2012-10-09,22700,22700,21737,22279,166707
2012-10-10,21978,22078,21015,21015,207290
2012-10-11,20874,21296,20693,21015,80754
2012-10-12,20472,20893,20331,20392,146817
2012-10-15,20633,21075,20352,21075,149719
2012-10-16,21114,21476,20773,21476,123805
2012-10-17,21436,21657,21095,21296,74723
2012-10-18,21476,21476,18766,19088,827636
2012-10-19,18886,19288,18565,18967,271813
2012-10-22,18746,19328,18746,18947,195873
2012-10-23,18746,19107,18545,18566,169587
2012-10-24,18284,18666,17622,18606,287443
2012-10-25,18545,19007,18545,18566,162169
2012-10-26,18686,18706,17883,18245,135290
2012-10-29,18325,18485,18004,18265,113809
2012-10-30,18264,18485,18204,18445,87158
2012-10-31,18566,18947,18505,18807,116716
2012-11-01,18806,18866,18485,18726,92910
2012-11-02,18887,18987,18465,18566,72426
2012-11-05,18665,18786,18645,18686,41871
2012-11-06,18525,18726,18104,18325,153873
2012-11-07,18325,18405,17943,18024,160931
2012-11-08,17682,18184,17642,17863,176644
2012-11-09,17361,17802,16739,17261,219796
2012-11-12,17261,17662,17160,17201,162230
2012-11-13,17161,17261,17020,17121,130216
2012-11-14,17060,17161,16699,16860,118380
2012-11-15,16699,17160,16699,16940,86075
2012-11-16,16860,17000,16779,16860,66217
2012-11-19,16939,17200,16879,17060,67584
2012-11-20,17160,17722,17120,17622,143503
2012-11-21,17823,17823,17341,17442,73067
2012-11-22,17522,17602,17341,17482,55471
2012-11-23,17502,17823,17321,17703,74888
2012-11-26,17662,17944,17542,17944,94829
2012-11-27,17983,17983,17622,17843,62964
2012-11-28,18064,18084,17803,17924,61472
2012-11-29,17923,18024,17542,17703,122554
2012-11-30,17702,17762,16979,17040,150609
2012-12-03,17100,17401,17040,17241,45358
2012-12-04,17241,17823,17200,17783,85125
2012-12-05,17802,18284,17762,18164,143023
2012-12-06,18184,18465,17762,17783,127392
2012-12-07,18124,18385,17903,18345,92435
2012-12-10,18344,18445,17963,18365,79414
2012-12-11,18465,18505,18204,18445,84395
2012-12-12,18384,18505,18184,18405,41367
2012-12-13,18444,18545,18003,18465,83323
2012-12-14,18425,18425,18083,18425,84210
2012-12-17,18204,18385,17742,17783,79274
2012-12-18,17642,18083,17581,17903,53706
2012-12-20,17863,17983,17100,17863,113829
2012-12-21,17481,17923,17481,17843,82370
2012-12-24,17843,18164,17843,18064,27503
2012-12-26,18003,18204,17743,17743,36611
2012-12-27,17782,17963,17601,17903,50942
2012-12-28,18124,18345,17903,18285,90920
2013-01-02,18284,18766,18204,18726,78764
2013-01-03,18927,18967,18566,18807,81956
2013-01-04,18987,20171,18866,20051,263981
2013-01-07,20452,20914,20051,20814,277976
2013-01-08,20492,20813,20371,20673,155050
2013-01-09,20673,20793,20312,20573,133854
2013-01-10,20492,20934,20271,20874,77529
2013-01-11,21075,21155,20513,20734,104061
2013-01-14,20974,20994,20472,20874,63334
2013-01-15,21014,21014,20331,20432,66086
2013-01-16,20312,20693,20312,20533,22130
2013-01-17,20472,20673,20211,20653,36050
2013-01-18,20773,20793,20351,20673,18605
2013-01-21,20673,20773,20332,20613,50397
2013-01-22,20673,20813,20592,20673,48582
2013-01-23,20773,21174,20472,20974,108700
2013-01-24,20974,21054,20572,20673,64212
2013-01-25,20733,20913,20492,20673,69627
2013-01-28,20492,20733,20472,20673,41607
2013-01-29,20573,20854,20472,20814,26583
2013-01-30,20813,20873,20653,20874,61189
2013-01-31,20874,20974,20493,20493,35073
2013-02-01,20533,21095,20492,21075,74953
2013-02-04,21194,21516,21074,21215,35939
2013-02-05,21134,21134,20492,20934,51659
2013-02-06,20994,21737,20773,21737,96333
2013-02-07,21737,21998,21577,21577,95379
2013-02-08,21596,21957,21596,21777,77046
2013-02-12,21857,21877,21596,21797,29381
2013-02-13,21857,22178,21797,22018,105614
2013-02-14,21776,21977,20472,20673,278120
2013-02-15,20854,20854,19891,19891,310374
2013-02-18,19890,19970,19529,19770,114529
2013-02-19,19629,19870,19348,19549,174379
2013-02-20,19548,19729,19388,19569,159402
2013-02-21,19489,19569,19188,19389,116923
2013-02-22,19428,19549,19328,19489,98580
2013-02-25,19549,19629,19389,19389,70650
2013-02-26,19288,19428,18947,19208,113565
2013-02-27,19268,19308,19067,19208,98349
2013-02-28,19328,19408,19167,19188,75732
2013-03-04,19127,19328,18987,18987,161344
2013-03-05,19168,19268,19027,19068,88002
2013-03-06,19187,19207,18946,18987,127644
2013-03-07,18886,19027,18866,18947,41636
2013-03-08,18986,19067,18705,18726,66000
2013-03-11,18706,18846,18385,18626,57779
2013-03-12,18565,18766,18565,18606,49921
2013-03-13,18565,18766,18003,18084,170856
2013-03-14,18164,18204,17803,17803,104268
2013-03-15,17983,18385,17983,18385,90294
2013-03-18,18385,18405,17964,18225,54844
2013-03-19,18264,18505,18264,18445,62278
2013-03-20,18425,18505,18043,18385,64908
2013-03-21,18284,18465,18164,18365,58308
2013-03-22,18505,18565,18284,18405,89856
2013-03-25,18485,18585,18384,18405,57579
2013-03-26,18485,18505,18304,18465,42384
2013-03-27,18545,18545,18184,18365,95789
2013-03-28,18264,18465,18264,18305,31016
2013-03-29,18364,18485,18264,18405,75441
2013-04-01,18605,18706,18405,18646,79096
2013-04-02,18686,18726,18184,18325,76739
2013-04-03,18304,18385,17963,18044,73156
2013-04-04,17963,18284,17722,18164,62455
2013-04-05,18224,18445,17943,17964,38102
2013-04-08,18023,18043,17020,17241,128589
2013-04-09,17241,17502,16860,17141,99281
2013-04-10,17201,17482,17060,17422,75773
2013-04-11,17321,17562,17221,17402,72343
2013-04-12,17501,17541,17039,17060,63434
2013-04-15,17180,17220,16518,16518,118383
2013-04-16,16458,17542,16418,17542,112382
2013-04-17,17562,17742,17321,17522,63026
2013-04-18,17381,17562,16960,16960,35391
2013-04-19,17160,17702,17020,17502,58258
2013-04-22,17602,17963,17462,17703,49745
2013-04-23,17662,18265,17502,18265,137755
2013-04-24,18144,18225,17883,18225,59808
2013-04-25,18225,18385,18064,18225,44407
2013-04-26,18204,18365,18164,18225,36071
2013-04-29,18204,18545,18204,18365,55853
2013-04-30,18385,18385,18064,18064,61896
2013-05-02,18064,18325,18064,18225,43188
2013-05-03,18224,18465,18124,18265,30829
2013-05-06,18304,18465,18244,18405,34232
2013-05-07,18465,18846,18425,18706,68088
2013-05-08,18665,18726,18304,18425,58364
2013-05-09,18364,18424,18103,18184,97377
2013-05-10,18204,18324,18003,18064,76934
2013-05-13,18063,18123,17501,17562,136327
2013-05-14,17663,17723,17341,17362,126754
2013-05-15,17461,17562,17220,17261,72483
2013-05-16,17320,17722,17320,17622,121984
2013-05-20,17582,17943,17582,17783,96088
2013-05-21,17662,17883,17582,17763,95517
2013-05-22,17782,17883,17541,17582,71631
2013-05-23,17522,17703,17121,17121,63331
2013-05-24,17260,17401,16939,17040,83950
2013-05-27,17060,17120,16598,16659,136629
2013-05-28,16658,16779,16598,16779,126869
2013-05-29,16859,17401,16839,17301,108162
2013-05-30,17281,17642,16980,17201,108320
2013-05-31,17201,17201,16900,17121,84874
2013-06-03,17060,17060,16658,16679,104612
2013-06-04,16719,16899,16598,16719,60498
2013-06-05,16639,16799,16257,16298,96304
2013-06-07,16156,16297,15454,15876,171855
2013-06-10,15895,16297,15655,16197,95700
2013-06-11,16117,16277,16016,16017,44512
2013-06-12,15835,16458,15835,16438,48448
2013-06-13,16337,16678,16257,16458,69843
2013-06-14,16418,16639,16418,16639,30536
2013-06-17,16559,16599,15976,16278,46625
2013-06-18,16257,16478,16257,16338,35010
2013-06-19,16357,16478,16197,16418,39518
2013-06-20,16257,16438,16197,16338,68941
2013-06-21,16337,16398,16137,16358,65569
2013-06-24,16518,16538,16056,16418,39366
2013-06-25,16298,16418,15956,16298,80714
2013-06-26,16157,16378,15595,15716,114170
2013-06-27,15855,16016,15735,15916,45997
2013-06-28,15916,16016,15715,15836,67668
2013-07-01,15876,16137,15836,16057,36491
2013-07-02,16016,16658,16016,16518,68237
2013-07-03,16618,16819,16337,16518,57362
2013-07-04,16678,16779,16478,16739,39513
2013-07-05,16738,16899,16598,16779,47123
2013-07-08,16679,16960,16558,16860,38779
2013-07-09,16880,16900,16599,16860,105680
2013-07-10,16799,16900,16498,16880,58037
2013-07-11,16739,16920,16699,16880,41612
2013-07-12,17019,17019,16718,16739,58944
2013-07-15,16718,16959,16718,16779,71186
2013-07-16,16679,16880,16679,16800,26331
2013-07-17,16860,17000,16799,16840,24083
2013-07-18,16860,16900,16739,16820,46176
2013-07-19,16859,17261,16659,17201,69157
2013-07-22,17280,17682,17140,17582,78019
2013-07-23,17461,17682,17441,17582,70299
2013-07-24,17502,17602,17321,17482,65051
2013-07-25,17442,17662,17361,17422,33240
2013-07-26,17622,17803,17502,17723,42536
2013-07-29,17722,17762,17080,17562,70435
2013-07-30,17541,17622,17361,17602,36419
2013-07-31,17561,17602,17421,17602,27573
2013-08-01,17642,17662,17461,17602,17317
2013-08-02,17662,17722,17401,17622,53370
2013-08-05,17562,17743,17462,17703,31723
2013-08-06,17722,18043,17702,17783,74253
2013-08-07,17783,18004,17743,17944,49058
2013-08-08,17903,18064,17823,17964,51107
2013-08-09,17822,17923,17461,17903,57964
2013-08-12,17521,17702,17240,17261,74873
2013-08-13,17161,17502,17060,17422,38791
2013-08-14,17260,17421,17180,17281,28785
2013-08-16,17040,17642,17040,17522,47539
2013-08-19,17663,17683,17482,17663,33423
2013-08-20,17502,17703,17502,17663,53858
2013-08-21,17542,17683,17502,17663,41482
2013-08-22,17642,17762,17421,17562,71646
2013-08-23,17582,17803,17522,17783,59828
2013-08-26,17782,17923,17501,17602,39371
2013-08-27,17501,17722,17401,17522,36333
2013-08-28,17461,17501,17160,17261,109307
2013-08-29,17341,17803,17341,17643,73387
2013-08-30,17662,17662,16919,17060,144996
2013-09-02,17060,17442,16960,17422,49702
2013-09-03,17261,17502,17181,17181,43736
2013-09-04,17140,17441,17140,17241,43256
2013-09-05,17300,17461,17240,17321,35466
2013-09-06,17361,17602,17240,17562,59093
2013-09-09,17642,17642,17441,17562,44213
2013-09-10,17562,17863,17482,17663,91651
2013-09-11,17863,18084,17843,18024,129153
2013-09-12,18083,18184,17842,18184,83757
2013-09-13,18184,18525,18084,18305,46494
2013-09-16,18264,18465,18084,18325,19996
2013-09-17,18265,18526,17863,18526,51472
2013-09-23,18525,18645,18344,18465,78873
2013-09-24,18284,18846,18224,18726,82264
2013-09-25,18626,18807,18546,18787,51641
2013-09-26,18706,18827,18365,18787,66875
2013-09-27,18706,18867,18566,18827,40276
2013-09-30,18806,18826,18585,18606,9883
2013-10-01,18465,19047,18465,18967,45417
2013-10-02,18766,19248,18726,19168,39660
2013-10-04,19167,19167,18926,18967,48902
2013-10-07,18866,19047,18786,19007,36533
2013-10-08,19007,19067,18605,18987,44582
2013-10-10,19047,19168,18846,18867,58754
2013-10-11,18927,19067,18786,18867,64796
2013-10-14,18726,18827,18526,18526,32173
2013-10-15,18565,18766,18425,18646,45435
2013-10-16,18666,18746,17943,18004,58939
2013-10-17,18184,18184,17421,18004,76060
2013-10-18,17883,17944,17482,17643,47383
2013-10-21,17662,18023,17662,17903,31188
2013-10-22,17823,18184,17823,18024,41361
2013-10-23,18023,18023,17763,17763,18679
2013-10-24,17863,18104,17763,18004,27700
2013-10-25,18083,18083,17762,17843,27731
2013-10-28,17863,18044,17582,18024,32963
2013-10-29,18023,18124,17923,18064,24027
2013-10-30,18063,18163,17722,17883,38907
2013-10-31,17943,17943,17562,17763,63430
2013-11-01,17622,17763,17522,17643,21356
2013-11-04,17662,17722,17481,17562,13667
2013-11-05,17481,17541,17240,17281,14973
2013-11-06,17321,17622,17321,17562,9641
2013-11-07,17481,17642,17481,17522,16899
2013-11-08,17200,17602,17200,17542,65135
2013-11-11,17421,17702,17241,17482,46241
2013-11-12,17462,17542,17080,17101,37629
2013-11-13,17060,17080,16738,16759,60763
2013-11-14,16799,16839,16357,16438,51497
2013-11-15,16438,16598,16337,16378,46409
2013-11-18,16458,16679,16438,16599,51151
2013-11-19,16598,17020,16598,17020,31427
2013-11-20,16859,16879,16618,16659,72883
2013-11-21,16698,16879,16578,16759,20784
2013-11-22,16739,16819,16558,16699,24471
2013-11-25,16739,17060,16598,16639,15262
2013-11-26,16679,16759,16498,16559,18817
2013-11-27,16558,16659,16378,16579,31439
2013-11-28,16678,17100,16678,17020,76094
2013-11-29,17060,17140,16939,17040,27289
2013-12-02,17120,17200,16839,17040,22658
2013-12-03,16899,17321,16899,17020,26687
2013-12-04,17060,17160,16859,17000,26553
2013-12-05,17000,17100,16879,16940,13064
2013-12-06,16940,17422,16940,17422,57082
2013-12-09,17361,17401,17040,17201,26760
2013-12-10,17100,17462,16960,17462,35960
2013-12-11,17542,17823,17421,17462,41043
2013-12-12,17582,17602,17100,17201,24216
2013-12-13,17140,17361,17060,17181,14228
2013-12-16,17181,17522,17101,17362,44301
2013-12-17,17502,17823,17361,17723,34046
2013-12-18,17622,17763,17361,17763,40494
2013-12-19,17823,17823,17401,17422,76689
2013-12-20,17462,17683,17442,17643,42963
2013-12-23,17683,17783,17341,17402,17655
2013-12-24,17341,17622,17341,17562,18320
2013-12-26,17562,17582,17181,17181,18395
2013-12-27,17181,17261,17080,17101,21422
2013-12-30,17100,17120,16699,16860,27729
2014-01-02,17019,17220,16899,17060,26117
2014-01-03,17200,17200,16899,16960,14093
2014-01-06,17140,17140,16819,17000,22197
2014-01-07,16899,17321,16879,17201,51675
2014-01-08,17220,17501,17019,17040,38350
2014-01-09,17040,17200,16638,16739,55010
2014-01-10,16899,17060,16678,17020,29821
2014-01-13,17060,17240,16899,17060,36886
2014-01-14,17100,17200,16819,17060,58115
2014-01-15,17240,17260,16738,16779,77377
2014-01-16,16658,16778,16518,16518,109685
2014-01-17,16478,16498,16177,16298,143294
2014-01-20,16236,16337,16136,16237,104841
2014-01-21,16217,16338,16097,16318,77631
2014-01-22,16237,16518,16237,16418,66985
2014-01-23,16437,16638,16437,16518,63151
2014-01-24,16478,16478,16136,16157,58186
2014-01-27,15855,15875,15494,15635,93135
2014-01-28,15695,15816,15575,15776,54543
2014-01-29,15776,16057,15776,16057,35304
2014-02-03,16056,16197,15996,16117,71100
2014-02-04,15996,16097,15675,16057,71552
2014-02-05,16057,16077,15856,16057,72902
2014-02-06,16036,16157,15816,15816,40961
2014-02-07,15956,15956,15695,15896,52878
2014-02-10,15955,15955,15654,15675,30547
2014-02-11,15735,15795,15614,15655,30196
2014-02-12,15655,15695,15474,15555,59877
2014-02-13,15514,15735,15514,15515,44052
2014-02-14,15554,15594,15253,15354,132783
2014-02-17,15314,15454,15153,15294,175143
2014-02-18,15293,15414,15213,15334,56185
2014-02-19,15313,15374,15253,15354,67067
2014-02-20,15294,15354,15173,15234,94852
2014-02-21,15194,15294,15153,15174,64058
2014-02-24,15193,15213,14411,14411,160674
2014-02-25,14491,14632,14431,14632,94678
2014-02-26,14671,14732,14411,14411,72668
2014-02-27,14450,14470,14229,14250,70227
2014-02-28,14331,14331,13969,14050,104304
2014-03-03,14049,14149,13888,13929,83840
2014-03-04,13929,14110,13728,13789,108343
2014-03-05,13888,14089,13848,13929,123999
2014-03-06,14049,14270,13908,13929,221204
2014-03-07,14009,14009,13828,13929,196192
2014-03-10,13949,14129,13908,13929,135674
2014-03-11,13989,14129,13868,13929,145881
2014-03-12,13929,14130,13849,14070,119795
2014-03-13,14090,14170,13949,14030,105165
2014-03-14,13989,15494,13949,15354,532914
2014-03-17,15253,15555,15013,15254,194542
2014-03-18,15294,15374,15053,15274,123075
2014-03-19,15374,16097,15133,16017,275170
2014-03-20,15856,16097,15575,16017,128668
2014-03-21,16157,16157,15775,15836,101451
2014-03-24,15755,15936,15414,15816,86580
2014-03-25,15816,15876,15475,15475,49555
2014-03-26,15554,15835,15434,15615,47627
2014-03-27,15575,15815,15274,15535,69946
2014-03-28,15535,15535,15153,15515,72448
2014-03-31,15475,15736,15435,15696,94802
2014-04-01,15875,16397,15554,15635,179358
2014-04-02,15595,15916,15515,15796,74564
2014-04-03,15816,15956,15414,15435,57328
2014-04-04,15274,15615,15093,15214,114976
2014-04-07,15253,15534,15052,15073,67020
2014-04-08,14953,15013,14812,14873,115341
2014-04-09,14933,15013,14852,14933,56407
2014-04-10,15053,15053,14711,14752,93163
2014-04-11,14631,14732,14491,14692,64926
2014-04-14,14632,14853,14571,14853,37025
2014-04-15,14933,14993,14852,14893,20437
2014-04-16,14953,15013,14712,14873,32679
2014-04-17,14892,15013,14772,14933,44524
2014-04-18,14932,15093,14812,15073,36248
2014-04-21,15113,15153,14972,15053,27219
2014-04-22,15053,15053,14832,14893,62553
2014-04-23,14892,14932,14712,14712,61139
2014-04-24,14711,14792,14310,14451,65483
2014-04-25,14551,14731,14390,14511,76046
2014-04-28,14531,15394,14531,14873,191976
2014-04-29,14932,15173,14832,15033,83148
2014-04-30,15153,15213,14872,15033,74965
2014-05-02,15013,15193,15013,15013,76566
2014-05-07,14993,15073,14612,14853,78998
2014-05-08,14832,14892,14631,14692,31290
2014-05-09,14692,14993,14632,14632,26575
2014-05-12,14832,14853,14491,14572,69086
2014-05-13,14591,14732,14351,14612,112750
2014-05-14,14632,14712,14391,14612,86351
2014-05-15,14652,14732,14511,14652,59422
2014-05-16,14591,14671,14410,14551,87198
2014-05-19,14611,14651,14350,14411,46998
2014-05-20,14491,14491,14130,14391,57662
2014-05-21,14330,14571,14330,14371,30891
2014-05-22,14390,14732,14370,14692,59556
2014-05-23,15133,15955,15113,15675,467873
2014-05-26,0,0,0,15675,0
2014-05-27,18024,18024,18024,18024,13630
2014-05-28,20713,20713,20713,20713,1776649
2014-05-29,21054,21596,20371,20713,3642174
2014-05-30,20673,20934,19589,19630,1163090
2014-06-02,19730,19970,18786,18867,824386
2014-06-03,18686,19509,18686,19349,801473
2014-06-05,19168,19288,18425,18486,466795
2014-06-09,18706,19348,18525,18606,399171
2014-06-10,18686,19047,18545,18626,301846
2014-06-11,18645,18645,18204,18365,329907
2014-06-12,18364,19107,18364,18967,404762
2014-06-13,18967,19107,18545,18887,241693
2014-06-16,18866,18946,18545,18746,179171
2014-06-17,18846,19328,18826,19208,315157
2014-06-18,19308,19368,18906,18927,218652
2014-06-19,19087,19207,18906,19007,149061
2014-06-20,19067,21476,19027,20332,1307123
2014-06-23,20834,23363,20713,23363,1614383
2014-06-24,23523,24004,22238,22921,1467963
2014-06-25,23222,24446,22941,23363,1351549
2014-06-26,23483,24305,23182,23744,922581
2014-06-27,23784,24226,23162,23243,548713
2014-06-30,22880,23643,22840,23483,348072
2014-07-01,23483,24567,23302,24186,571991
2014-07-02,24406,25229,23784,24025,650895
2014-07-03,24105,24546,23583,24286,366688
2014-07-04,24166,24366,23483,23584,443659
2014-07-07,23283,23443,22801,23283,439474
2014-07-08,23121,23222,22820,22901,244600
2014-07-09,22680,23543,22279,22761,464490
2014-07-10,23482,24225,23422,24065,636196
2014-07-11,24406,24446,23644,23644,340036
2014-07-14,23643,23844,23322,23744,183828
2014-07-15,24045,25068,23884,24587,563516
2014-07-16,24727,25129,23924,23965,352028
2014-07-17,24205,24988,23704,24788,350654
2014-07-18,24607,25088,24326,24828,316759
2014-07-21,24788,26052,24527,25892,537921
2014-07-22,26052,26935,25891,26293,744031
2014-07-23,26413,26714,25791,25892,336175
2014-07-24,26313,26794,26192,26574,396761
2014-07-25,26875,27156,26293,26434,243067
2014-07-28,26453,26534,25329,25631,303032
2014-07-29,25289,25630,24306,24306,448278
2014-07-30,24888,26895,24868,26253,956804
2014-07-31,26594,26895,25912,26434,485603
2014-08-01,26193,29805,25932,28421,978736
2014-08-04,28601,29384,27798,28782,602367
2014-08-05,29203,30107,28802,29244,792383
2014-08-06,29143,30327,28762,29786,555241
2014-08-07,29906,34221,29845,31311,1900996
2014-08-08,31411,32796,31151,31974,826891
2014-08-11,32314,32575,30649,30649,592292
2014-08-12,30327,33138,30087,33138,841667
2014-08-13,32876,36007,32635,34382,1450700
2014-08-14,34723,35184,34241,34422,467400
2014-08-18,34944,35064,34040,34061,452230
2014-08-19,33819,35826,33819,35546,650435
2014-08-20,35887,36750,35185,35185,635595
2014-08-21,35325,35426,33920,33941,606410
2014-08-22,34222,34804,32897,33941,645668
2014-08-25,34342,34984,33118,33118,476646
2014-08-26,33438,33558,32234,32756,643295
2014-08-27,32776,33619,30207,30830,1201096
2014-08-28,31311,34402,31290,34402,1543296
2014-08-29,33920,34683,33138,33138,775522
2014-09-01,32515,33819,32414,32716,444597
2014-09-02,33920,34602,33378,33479,576959
2014-09-03,34121,34703,33659,34101,468633
2014-09-04,34181,34281,33017,33017,426150
2014-09-05,32575,32856,31411,31753,681745
2014-09-11,32094,32616,30508,31131,629137
2014-09-12,30929,31531,30086,30689,468037
2014-09-15,30508,30809,29123,29244,534783
2014-09-16,28942,30708,28942,29946,563241
2014-09-17,29966,31792,29885,30769,579818
2014-09-18,31652,31772,30468,30689,374700
2014-09-19,31431,31592,30628,30990,338948
2014-09-22,31170,31612,30930,31171,209145
2014-09-23,31432,32937,31331,32496,637696
2014-09-24,32916,33318,31873,32415,438470
2014-09-25,32576,33158,32214,33118,391379
2014-09-26,33257,33558,32475,32716,365615
2014-09-29,32615,33077,32334,32636,295198
2014-09-30,33218,33479,31452,31653,451723
2014-10-01,32736,34783,32676,33419,1503879
2014-10-02,32917,33037,31733,32014,724266
2014-10-06,32474,32515,31069,31070,405860
2014-10-07,30910,32515,30809,31472,379803
2014-10-08,30910,31110,29745,30328,593020
2014-10-10,29303,29484,27216,27939,922129
2014-10-13,27156,27538,24788,25772,1177969
2014-10-14,25490,28220,25490,27919,2384231
2014-10-15,28561,29163,27658,27919,1040841
2014-10-16,27759,28481,26574,28301,840871
2014-10-17,28681,29905,28500,29083,996359
2014-10-20,29725,30087,29424,30027,677583
2014-10-21,30126,30588,29705,30488,893894
2014-10-22,30769,31893,30347,31311,689769
2014-10-23,31010,31371,30688,31271,371175
2014-10-24,31271,31913,30910,31151,982971
2014-10-27,31090,31391,30468,30468,519823
2014-10-28,30407,30447,29183,29906,766046
2014-10-29,29987,30147,29144,29144,512946
2014-10-30,28983,29123,27899,28100,883263
2014-10-31,28019,29444,27698,29304,703071
2014-11-03,29103,29665,28501,28501,427826
2014-11-04,28521,29605,28441,28602,415400
2014-11-05,28601,28922,27196,28100,769044
2014-11-06,28079,28581,27196,27317,478636
2014-11-07,26694,27216,25108,27136,1523742
2014-11-10,27156,28099,26935,27959,713951
2014-11-11,27879,28842,27798,28100,532051
2014-11-12,28461,29184,28361,28602,611671
2014-11-13,28602,28923,28341,28602,322234
2014-11-14,28400,28501,27598,27879,478912
2014-11-17,27538,28240,27056,27498,427786
2014-11-18,27478,27899,26494,26896,717689
2014-11-19,27095,27417,26875,27397,424003
2014-11-20,27297,28682,27096,28321,783682
2014-11-21,28521,28742,28200,28582,459663
2014-11-24,29103,29384,28039,28983,648082
2014-11-25,28802,30167,28661,30167,2823013
2014-11-26,30066,30207,29585,29585,547397
2014-11-27,29565,29886,28742,28863,353152
2014-11-28,28702,29806,28702,29445,498395
2014-12-01,29144,29164,28100,28281,514326
2014-12-02,28119,28581,27657,28521,430671
2014-12-03,28240,28702,27839,28100,309538
2014-12-04,28200,28822,27999,28080,396891
2014-12-05,27918,28360,27477,27658,481696
2014-12-08,27557,27778,27056,27056,398731
2014-12-09,26996,27698,26956,26956,322993
2014-12-10,26794,27095,25691,25691,755885
2014-12-11,25630,26032,24787,24888,658337
2014-12-12,25028,25209,24005,24246,670440
2014-12-15,24065,25831,24044,25470,515956
2014-12-16,25430,26333,25329,25651,505397
2014-12-17,25771,26092,25089,25310,363820
2014-12-18,25250,25430,24186,24929,505120
2014-12-19,25189,26233,25049,26153,558753
2014-12-22,26293,26574,25792,26053,421788
2014-12-23,26092,26192,25108,25129,407251
2014-12-24,25129,25350,24707,24748,365764
2014-12-26,24727,24908,24406,24487,304481
2014-12-29,24728,25029,24547,24708,274232
2014-12-30,24968,24968,24506,24808,205936
2015-01-02,24968,27839,24948,27538,1162901
2015-01-05,28200,29263,28019,29003,1374537
2015-01-06,28963,29966,28601,29164,1045908
2015-01-07,28902,29966,28662,29746,859063
2015-01-08,30086,30407,29404,29565,731206
2015-01-09,29946,30127,29525,30007,657407
2015-01-12,29705,29826,28381,29184,997546
2015-01-13,29184,29565,28441,28622,603853
2015-01-14,28601,29203,28220,28983,469152
